order_id,order_date,ship_date,ship_mode,customer_id
ORD-00459,2022-04-24,2022-04-28,Standard Class,C0134
ORD-00460,2024-01-19,2024-01-24,Second Class,C0461
ORD-00461,2022-12-27,2022-12-31,Standard Class,C0087
ORD-00462,2022-12-07,2022-12-10,Standard Class,C0362
ORD-00463,2024-02-09,2024-02-16,Standard Class,C0056
ORD-00464,2024-01-31,2024-02-02,Standard Class,C0217
ORD-00465,2024-08-26,2024-08-31,Same Day,C0366
ORD-00466,2023-03-25,2023-03-28,Standard Class,C0068
ORD-00467,2024-04-14,2024-04-18,Second Class,C0500
ORD-00468,2022-11-07,2022-11-11,Standard Class,C0352
ORD-00469,2022-09-19,2022-09-23,Same Day,C0044
ORD-00470,2023-02-10,2023-02-12,Standard Class,C0143
ORD-00471,2022-05-23,2022-05-26,Second Class,C0346
ORD-00472,2022-12-08,2022-12-11,Standard Class,C0042
ORD-00473,2022-09-01,2022-09-06,Second Class,C0139
ORD-00474,2023-05-05,2023-05-08,Standard Class,C0073
ORD-00475,2022-01-12,2022-01-18,Standard Class,C0267
ORD-00476,2023-07-15,2023-07-18,First Class,C0194
ORD-00477,2022-02-11,2022-02-14,Same Day,C0493
ORD-00478,2023-11-09,2023-11-13,Standard Class,C0155
ORD-00479,2023-08-17,2023-08-20,First Class,C0246
ORD-00480,2022-05-14,2022-05-20,Standard Class,C0314
ORD-00481,2024-12-26,2024-12-30,First Class,C0218
ORD-00482,2024-10-27,2024-10-30,Second Class,C0456
ORD-00483,2024-08-05,2024-08-06,Standard Class,C0384
ORD-00484,2022-03-14,2022-03-17,First Class,C0253
ORD-00485,2023-02-03,2023-02-05,First Class,C0277
ORD-00486,2023-08-01,2023-08-05,Standard Class,C0277
ORD-00487,2024-05-08,2024-05-10,Second Class,C0072
ORD-00488,2022-05-10,2022-05-12,Standard Class,C0129
ORD-00489,2024-07-19,2024-07-21,First Class,C0358
ORD-00490,2022-09-23,2022-09-25,Second Class,C0186
ORD-00491,2024-03-03,2024-03-06,Standard Class,C0013
ORD-00492,2022-09-10,2022-09-15,Second Class,C0329
ORD-00493,2024-04-01,2024-04-05,Standard Class,C0220
ORD-00494,2022-06-13,2022-06-17,Standard Class,C0006
ORD-00495,2022-04-05,2022-04-09,Standard Class,C0239
ORD-00496,2024-04-12,2024-04-14,Standard Class,C0471
ORD-00497,2022-12-02,2022-12-07,Second Class,C0112
ORD-00498,2024-04-01,2024-04-03,Standard Class,C0228
ORD-00499,2022-08-26,2022-08-29,Standard Class,C0442
ORD-00500,2023-01-16,2023-01-19,Second Class,C0017
ORD-00501,2024-06-17,2024-06-19,Standard Class,C0073
ORD-00502,2023-04-28,2023-05-02,Standard Class,C0012
ORD-00503,2024-06-20,2024-06-23,Standard Class,C0086
ORD-00504,2024-11-14,2024-11-18,Second Class,C0499
ORD-00505,2023-04-27,2023-04-30,Standard Class,C0180
ORD-00506,2024-07-05,2024-07-07,Standard Class,C0122
ORD-00507,2024-09-20,2024-09-24,Standard Class,C0204
ORD-00508,2024-08-21,2024-08-23,First Class,C0070
ORD-00509,2023-06-21,2023-06-24,Standard Class,C0108
ORD-00510,2024-11-01,2024-11-03,Same Day,C0201
ORD-00511,2022-05-08,2022-05-12,Second Class,C0052
ORD-00512,2022-04-02,2022-04-06,First Class,C0037
ORD-00513,2023-06-27,2023-06-30,Standard Class,C0117
ORD-00514,2024-04-25,2024-05-01,Standard Class,C0259
ORD-00515,2024-09-15,2024-09-20,First Class,C0482
ORD-00516,2023-03-23,2023-03-27,Standard Class,C0264
ORD-00517,2023-01-25,2023-01-29,Standard Class,C0394
ORD-00518,2023-11-03,2023-11-05,Standard Class,C0303
ORD-00519,2022-02-12,2022-02-16,Same Day,C0425
ORD-00520,2022-09-11,2022-09-13,Second Class,C0064
ORD-00521,2024-12-19,2024-12-21,Standard Class,C0042
ORD-00522,2023-10-25,2023-11-01,Second Class,C0043
ORD-00523,2023-04-12,2023-04-16,Standard Class,C0125
ORD-00524,2022-10-14,2022-10-17,Second Class,C0393
ORD-00525,2024-10-07,2024-10-09,Standard Class,C0270
ORD-00526,2024-02-17,2024-02-21,First Class,C0485
ORD-00527,2022-12-11,2022-12-12,Standard Class,C0347
ORD-00528,2023-10-04,2023-10-06,Standard Class,C0233
ORD-00529,2023-01-17,2023-01-18,Standard Class,C0480
ORD-00530,2023-11-21,2023-11-24,Standard Class,C0132
ORD-00531,2024-12-15,2024-12-19,Second Class,C0002
ORD-00532,2023-04-02,2023-04-04,Standard Class,C0115
ORD-00533,2024-09-09,2024-09-13,Standard Class,C0481
ORD-00534,2022-03-24,2022-03-26,Standard Class,C0469
ORD-00535,2022-05-29,2022-06-02,Standard Class,C0001
ORD-00536,2022-07-09,2022-07-16,Standard Class,C0492
ORD-00537,2024-06-01,2024-06-05,Standard Class,C0331
ORD-00538,2022-09-20,2022-09-25,Standard Class,C0065
ORD-00539,2023-02-04,2023-02-10,Standard Class,C0430
ORD-00540,2024-02-03,2024-02-06,Standard Class,C0443
ORD-00541,2023-09-01,2023-09-05,First Class,C0459
ORD-00542,2024-02-24,2024-02-29,Second Class,C0125
ORD-00543,2022-04-11,2022-04-14,Standard Class,C0256
ORD-00544,2024-03-30,2024-04-01,Second Class,C0391
ORD-00545,2024-03-30,2024-04-05,First Class,C0322
ORD-00546,2023-02-24,2023-02-28,Standard Class,C0143
ORD-00547,2022-05-04,2022-05-06,First Class,C0328
ORD-00548,2023-02-26,2023-03-01,Standard Class,C0246
ORD-00549,2024-12-22,2024-12-26,First Class,C0116
ORD-00550,2024-02-07,2024-02-10,Standard Class,C0377
ORD-00551,2023-04-28,2023-05-02,Standard Class,C0303
ORD-00552,2023-06-03,2023-06-07,Standard Class,C0090
ORD-00553,2022-06-04,2022-06-08,Same Day,C0296
ORD-00554,2022-04-02,2022-04-05,Second Class,C0042
ORD-00555,2024-09-08,2024-09-12,Standard Class,C0435
ORD-00556,2023-03-31,2023-04-04,Standard Class,C0035
ORD-00557,2023-08-21,2023-08-25,Standard Class,C0500
ORD-00558,2023-05-25,2023-05-28,Standard Class,C0494
ORD-00559,2023-01-21,2023-01-24,Standard Class,C0489
ORD-00560,2023-02-09,2023-02-16,Standard Class,C0041
ORD-00561,2022-09-03,2022-09-05,First Class,C0341
ORD-00562,2024-01-12,2024-01-14,Second Class,C0124
ORD-00563,2023-10-23,2023-10-26,Standard Class,C0057
ORD-00564,2023-10-12,2023-10-17,Standard Class,C0294
ORD-00565,2024-06-19,2024-06-21,First Class,C0456
ORD-00566,2022-03-06,2022-03-08,Second Class,C0235
ORD-00567,2024-11-02,2024-11-04,Second Class,C0096
ORD-00568,2022-08-01,2022-08-05,Same Day,C0392
ORD-00569,2022-08-30,2022-09-01,Second Class,C0492
ORD-00570,2023-05-08,2023-05-11,Standard Class,C0458
ORD-00571,2022-12-04,2022-12-07,Standard Class,C0319
ORD-00572,2022-06-22,2022-06-27,Same Day,C0343
ORD-00573,2023-11-03,2023-11-06,Standard Class,C0132
ORD-00574,2022-06-13,2022-06-15,Standard Class,C0176
ORD-00575,2023-04-10,2023-04-13,Standard Class,C0052
ORD-00576,2024-09-21,2024-09-27,Second Class,C0038
ORD-00577,2023-05-12,2023-05-16,Same Day,C0478
ORD-00578,2023-12-01,2023-12-08,Standard Class,C0489
ORD-00579,2023-01-30,2023-02-04,Standard Class,C0343
ORD-00580,2023-12-04,2023-12-05,First Class,C0005
ORD-00581,2022-11-04,2022-11-08,Standard Class,C0213
ORD-00582,2022-07-02,2022-07-04,Standard Class,C0120
ORD-00583,2023-09-21,2023-09-24,First Class,C0326
ORD-00584,2023-05-25,2023-05-27,Standard Class,C0369
ORD-00585,2023-06-30,2023-07-03,Standard Class,C0209
ORD-00586,2023-09-16,2023-09-22,Second Class,C0217
ORD-00587,2023-08-17,2023-08-19,Standard Class,C0024
ORD-00588,2024-01-14,2024-01-19,First Class,C0342
ORD-00589,2023-07-08,2023-07-09,Standard Class,C0205
ORD-00590,2022-01-21,2022-01-23,Standard Class,C0401
ORD-00591,2023-07-08,2023-07-13,Standard Class,C0462
ORD-00592,2023-02-01,2023-02-05,Standard Class,C0226
ORD-00593,2023-09-17,2023-09-21,First Class,C0218
ORD-00594,2022-04-15,2022-04-17,Second Class,C0211
ORD-00595,2022-07-11,2022-07-14,First Class,C0026
ORD-00596,2022-01-17,2022-01-21,Standard Class,C0252
ORD-00597,2023-01-28,2023-02-01,Second Class,C0003
ORD-00598,2023-03-01,2023-03-04,Standard Class,C0002
ORD-00599,2022-05-09,2022-05-15,First Class,C0092
ORD-00600,2023-07-26,2023-07-30,Second Class,C0002
ORD-00601,2022-01-29,2022-02-04,Standard Class,C0150
ORD-00602,2024-10-30,2024-11-03,Standard Class,C0071
ORD-00603,2022-08-30,2022-09-03,Standard Class,C0004
ORD-00604,2022-08-20,2022-08-22,Standard Class,C0497
ORD-00605,2024-02-28,2024-03-02,Same Day,C0038
ORD-00606,2023-12-16,2023-12-21,Standard Class,C0359
ORD-00607,2024-01-29,2024-01-31,Standard Class,C0468
ORD-00608,2024-03-12,2024-03-14,Standard Class,C0070
ORD-00609,2024-02-15,2024-02-18,Second Class,C0201
ORD-00610,2023-12-27,2023-12-29,Standard Class,C0308
ORD-00611,2022-07-19,2022-07-25,Standard Class,C0252
ORD-00612,2024-08-02,2024-08-07,Standard Class,C0287
ORD-00613,2022-03-20,2022-03-23,Second Class,C0410
ORD-00614,2024-08-13,2024-08-15,Standard Class,C0292
ORD-00615,2024-05-05,2024-05-09,Second Class,C0154
ORD-00616,2023-04-12,2023-04-16,Standard Class,C0412
ORD-00617,2023-08-04,2023-08-11,Standard Class,C0133
ORD-00618,2024-07-28,2024-07-31,Standard Class,C0371
ORD-00619,2023-03-25,2023-03-28,Standard Class,C0074
ORD-00620,2022-03-28,2022-03-31,Standard Class,C0274
ORD-00621,2022-04-11,2022-04-18,Standard Class,C0271
ORD-00622,2024-10-28,2024-11-01,Second Class,C0185
ORD-00623,2024-04-24,2024-04-28,Standard Class,C0353
ORD-00624,2022-03-28,2022-03-30,Standard Class,C0005
ORD-00625,2022-02-12,2022-02-16,First Class,C0293
ORD-00626,2023-02-12,2023-02-16,Standard Class,C0360
ORD-00627,2023-10-26,2023-10-29,Second Class,C0086
ORD-00628,2024-11-06,2024-11-09,First Class,C0214
ORD-00629,2022-05-28,2022-05-30,Standard Class,C0406
ORD-00630,2022-10-04,2022-10-06,Second Class,C0436
ORD-00631,2022-08-20,2022-08-21,Standard Class,C0015
ORD-00632,2023-01-01,2023-01-03,Standard Class,C0273
ORD-00633,2023-03-12,2023-03-15,Standard Class,C0051
ORD-00634,2023-02-03,2023-02-04,Standard Class,C0253
ORD-00635,2023-05-14,2023-05-16,Standard Class,C0045
ORD-00636,2023-06-24,2023-06-29,Standard Class,C0191
ORD-00637,2023-07-17,2023-07-20,Standard Class,C0122
ORD-00638,2023-03-18,2023-03-22,Standard Class,C0412
ORD-00639,2024-02-12,2024-02-15,Standard Class,C0187
ORD-00640,2022-12-16,2022-12-20,Standard Class,C0214
ORD-00641,2023-06-04,2023-06-06,Standard Class,C0149
ORD-00642,2022-05-18,2022-05-23,Standard Class,C0170
ORD-00643,2024-09-18,2024-09-20,Standard Class,C0209
ORD-00644,2023-01-03,2023-01-07,Standard Class,C0453
ORD-00645,2022-12-26,2022-12-29,First Class,C0082
ORD-00646,2024-07-09,2024-07-13,First Class,C0401
ORD-00647,2022-11-25,2022-11-28,Standard Class,C0196
ORD-00648,2024-08-19,2024-08-22,Second Class,C0246
ORD-00649,2023-04-08,2023-04-10,Standard Class,C0391
ORD-00650,2024-08-03,2024-08-07,Standard Class,C0345
ORD-00651,2024-08-20,2024-08-27,First Class,C0357
ORD-00652,2024-04-15,2024-04-20,Standard Class,C0040
ORD-00653,2022-06-18,2022-06-20,First Class,C0168
ORD-00654,2022-08-05,2022-08-08,Standard Class,C0043
ORD-00655,2023-01-13,2023-01-19,Standard Class,C0329
ORD-00656,2022-04-29,2022-05-02,Standard Class,C0211
ORD-00657,2022-07-09,2022-07-13,Standard Class,C0179
ORD-00658,2024-02-06,2024-02-12,Standard Class,C0457
ORD-00659,2023-01-05,2023-01-10,Standard Class,C0023
ORD-00660,2022-05-29,2022-06-01,Second Class,C0095
ORD-00661,2023-10-14,2023-10-17,Standard Class,C0160
ORD-00662,2024-02-09,2024-02-12,Standard Class,C0244
ORD-00663,2023-01-09,2023-01-13,Standard Class,C0415
ORD-00664,2024-02-20,2024-02-22,First Class,C0017
ORD-00665,2022-06-09,2022-06-11,Standard Class,C0112
ORD-00666,2022-12-17,2022-12-20,Standard Class,C0103
ORD-00667,2024-06-10,2024-06-12,Same Day,C0314
ORD-00668,2023-06-07,2023-06-11,Standard Class,C0086
ORD-00669,2023-06-06,2023-06-10,Standard Class,C0035
ORD-00670,2024-02-22,2024-02-25,First Class,C0030
ORD-00671,2022-09-30,2022-10-03,Second Class,C0192
ORD-00672,2024-07-24,2024-07-30,Standard Class,C0437
ORD-00673,2022-07-02,2022-07-03,Standard Class,C0179
ORD-00674,2023-05-03,2023-05-07,Second Class,C0104
ORD-00675,2024-04-25,2024-05-01,Standard Class,C0165
ORD-00676,2022-05-04,2022-05-07,First Class,C0474
ORD-00677,2024-09-11,2024-09-14,Standard Class,C0122
ORD-00678,2024-02-29,2024-03-06,Standard Class,C0134
ORD-00679,2023-02-18,2023-02-20,Standard Class,C0290
ORD-00680,2023-11-17,2023-11-20,Second Class,C0312
ORD-00681,2022-04-23,2022-04-26,First Class,C0224
ORD-00682,2024-06-06,2024-06-08,Second Class,C0025
ORD-00683,2022-05-02,2022-05-07,First Class,C0371
ORD-00684,2022-02-08,2022-02-13,Standard Class,C0013
ORD-00685,2023-05-12,2023-05-16,Standard Class,C0319
ORD-00686,2024-02-19,2024-02-21,First Class,C0230
ORD-00687,2024-07-31,2024-08-02,First Class,C0102
ORD-00688,2022-05-29,2022-06-02,First Class,C0450
ORD-00689,2024-10-18,2024-10-20,Second Class,C0378
ORD-00690,2023-10-23,2023-10-27,Standard Class,C0376
ORD-00691,2022-10-29,2022-11-01,Standard Class,C0389
ORD-00692,2022-08-26,2022-08-30,First Class,C0203
ORD-00693,2023-10-09,2023-10-12,Standard Class,C0267
ORD-00694,2023-10-25,2023-10-28,Standard Class,C0472
ORD-00695,2022-08-24,2022-08-26,Second Class,C0462
ORD-00696,2022-07-22,2022-07-25,Standard Class,C0365
ORD-00697,2022-09-13,2022-09-16,First Class,C0222
ORD-00698,2023-08-21,2023-08-25,Standard Class,C0104
ORD-00699,2023-10-24,2023-10-28,Second Class,C0111
ORD-00700,2022-08-23,2022-08-27,Second Class,C0428
ORD-00701,2023-06-18,2023-06-25,Standard Class,C0483
ORD-00702,2024-05-09,2024-05-11,Standard Class,C0469
ORD-00703,2024-02-09,2024-02-11,Standard Class,C0069
ORD-00704,2023-06-25,2023-06-28,Standard Class,C0358
ORD-00705,2022-08-01,2022-08-05,Standard Class,C0258
ORD-00706,2023-04-08,2023-04-11,Standard Class,C0168
ORD-00707,2023-03-12,2023-03-17,Standard Class,C0293
ORD-00708,2022-10-10,2022-10-13,Standard Class,C0374
ORD-00709,2022-03-29,2022-04-04,Standard Class,C0049
ORD-00710,2024-12-03,2024-12-09,Second Class,C0250
ORD-00711,2023-04-06,2023-04-08,Standard Class,C0482
ORD-00712,2022-10-05,2022-10-08,First Class,C0331
ORD-00713,2023-02-25,2023-03-01,Second Class,C0420
ORD-00714,2023-11-27,2023-11-29,Second Class,C0075
ORD-00715,2023-05-30,2023-06-02,First Class,C0201
ORD-00716,2023-12-04,2023-12-08,Standard Class,C0454
ORD-00717,2022-01-19,2022-01-21,First Class,C0034
ORD-00718,2022-01-23,2022-01-27,Standard Class,C0314
ORD-00719,2023-02-17,2023-02-21,First Class,C0111
ORD-00720,2024-11-19,2024-11-21,First Class,C0421
ORD-00721,2022-04-18,2022-04-21,Standard Class,C0352
ORD-00722,2022-05-16,2022-05-18,Standard Class,C0316
ORD-00723,2022-12-28,2023-01-01,Standard Class,C0396
ORD-00724,2022-05-09,2022-05-11,Second Class,C0237
ORD-00725,2023-05-30,2023-06-04,Standard Class,C0032
ORD-00726,2023-03-25,2023-03-28,Standard Class,C0209
ORD-00727,2024-05-23,2024-05-25,Standard Class,C0132
ORD-00728,2023-04-18,2023-04-21,Standard Class,C0106
ORD-00729,2024-10-30,2024-11-02,Same Day,C0033
ORD-00730,2022-10-29,2022-11-01,Second Class,C0043
ORD-00731,2022-08-19,2022-08-22,Standard Class,C0368
ORD-00732,2024-07-11,2024-07-14,Standard Class,C0107
ORD-00733,2024-12-25,2024-12-27,Standard Class,C0265
ORD-00734,2024-07-25,2024-07-27,Standard Class,C0226
ORD-00735,2022-04-22,2022-04-26,First Class,C0487
ORD-00736,2024-11-02,2024-11-05,Standard Class,C0179
ORD-00737,2023-05-15,2023-05-18,Standard Class,C0222
ORD-00738,2024-07-20,2024-07-25,First Class,C0370
ORD-00739,2023-08-21,2023-08-24,First Class,C0125
ORD-00740,2022-08-22,2022-08-26,Standard Class,C0276
ORD-00741,2023-08-25,2023-08-28,Standard Class,C0167
ORD-00742,2022-11-10,2022-11-12,Standard Class,C0151
ORD-00743,2023-07-20,2023-07-26,Second Class,C0041
ORD-00744,2024-11-01,2024-11-04,Same Day,C0300
ORD-00745,2022-07-28,2022-08-01,Standard Class,C0381
ORD-00746,2024-11-03,2024-11-05,Standard Class,C0035
ORD-00747,2024-11-09,2024-11-13,First Class,C0407
ORD-00748,2023-08-10,2023-08-15,Second Class,C0314
ORD-00749,2024-10-11,2024-10-12,Same Day,C0304
ORD-00750,2024-12-29,2025-01-03,Standard Class,C0231
ORD-00751,2023-11-29,2023-12-02,Standard Class,C0215
ORD-00752,2022-05-12,2022-05-16,Standard Class,C0314
ORD-00753,2024-11-09,2024-11-12,Standard Class,C0101
ORD-00754,2023-06-20,2023-06-25,Standard Class,C0057
ORD-00755,2024-10-10,2024-10-11,Standard Class,C0215
ORD-00756,2022-08-15,2022-08-17,Standard Class,C0423
ORD-00757,2024-04-01,2024-04-06,First Class,C0156
ORD-00758,2024-05-20,2024-05-24,Standard Class,C0064
ORD-00759,2023-02-09,2023-02-10,Second Class,C0062
ORD-00760,2022-07-21,2022-07-24,Standard Class,C0339
ORD-00761,2022-02-07,2022-02-10,First Class,C0369
ORD-00762,2024-07-30,2024-08-02,Standard Class,C0368
ORD-00763,2022-07-07,2022-07-09,Second Class,C0062
ORD-00764,2024-12-16,2024-12-20,Standard Class,C0094
ORD-00765,2024-07-29,2024-07-31,Standard Class,C0469
ORD-00766,2024-11-09,2024-11-13,Second Class,C0472
ORD-00767,2022-09-30,2022-10-05,Standard Class,C0341
ORD-00768,2023-08-06,2023-08-09,Standard Class,C0026
ORD-00769,2023-05-31,2023-06-02,First Class,C0435
ORD-00770,2023-06-10,2023-06-12,First Class,C0121
ORD-00771,2022-12-02,2022-12-05,Standard Class,C0050
ORD-00772,2023-11-29,2023-12-03,Standard Class,C0371
ORD-00773,2024-12-14,2024-12-17,Standard Class,C0252
ORD-00774,2023-05-15,2023-05-19,Standard Class,C0036
ORD-00775,2024-06-18,2024-06-21,Same Day,C0410
ORD-00776,2024-02-05,2024-02-08,Standard Class,C0289
ORD-00777,2023-06-20,2023-06-21,Standard Class,C0379
ORD-00778,2022-06-11,2022-06-12,Same Day,C0100
ORD-00779,2023-08-17,2023-08-19,Standard Class,C0324
ORD-00780,2022-06-08,2022-06-11,Second Class,C0329
ORD-00781,2022-03-01,2022-03-06,Standard Class,C0136
ORD-00782,2024-07-03,2024-07-07,Standard Class,C0194
ORD-00783,2022-07-30,2022-08-01,Standard Class,C0221
ORD-00784,2023-02-10,2023-02-12,Standard Class,C0279
ORD-00785,2023-10-26,2023-10-28,Standard Class,C0326
ORD-00786,2023-06-26,2023-06-29,Standard Class,C0055
ORD-00787,2024-09-24,2024-09-27,Standard Class,C0427
ORD-00788,2024-07-15,2024-07-18,Standard Class,C0484
ORD-00789,2024-05-17,2024-05-19,Standard Class,C0110
ORD-00790,2022-01-19,2022-01-21,Standard Class,C0149
ORD-00791,2023-03-08,2023-03-09,Standard Class,C0406
ORD-00792,2024-01-10,2024-01-12,Second Class,C0265
ORD-00793,2022-07-02,2022-07-06,Standard Class,C0162
ORD-00794,2022-04-23,2022-04-25,Standard Class,C0187
ORD-00795,2023-04-26,2023-04-29,Second Class,C0410
ORD-00796,2024-04-10,2024-04-13,Standard Class,C0129
ORD-00797,2024-02-02,2024-02-07,Second Class,C0484
ORD-00798,2023-04-21,2023-04-26,Second Class,C0108
ORD-00799,2024-02-02,2024-02-06,Standard Class,C0389
ORD-00800,2024-08-28,2024-08-29,Standard Class,C0425
ORD-00801,2024-10-16,2024-10-19,Same Day,C0447
ORD-00802,2022-06-10,2022-06-14,Standard Class,C0406
ORD-00803,2023-02-05,2023-02-06,First Class,C0068
ORD-00804,2022-07-17,2022-07-20,Standard Class,C0432
ORD-00805,2023-10-22,2023-10-27,Standard Class,C0066
ORD-00806,2024-12-06,2024-12-09,Standard Class,C0144
ORD-00807,2023-02-03,2023-02-04,Standard Class,C0464
ORD-00808,2022-03-19,2022-03-20,Standard Class,C0053
ORD-00809,2022-05-04,2022-05-07,Second Class,C0128
ORD-00810,2022-03-16,2022-03-18,First Class,C0470
ORD-00811,2022-05-17,2022-05-21,First Class,C0491
ORD-00812,2023-08-25,2023-08-29,Standard Class,C0321
ORD-00813,2024-04-16,2024-04-18,First Class,C0207
ORD-00814,2023-05-15,2023-05-20,First Class,C0320
ORD-00815,2022-05-18,2022-05-21,First Class,C0216
ORD-00816,2022-02-19,2022-02-21,Standard Class,C0068
ORD-00817,2024-08-30,2024-09-03,Second Class,C0447
ORD-00818,2022-09-11,2022-09-15,Standard Class,C0062
ORD-00819,2023-12-11,2023-12-15,Standard Class,C0210
ORD-00820,2023-07-17,2023-07-22,Same Day,C0337
ORD-00821,2024-01-27,2024-01-31,Standard Class,C0327
ORD-00822,2023-07-01,2023-07-06,Standard Class,C0370
ORD-00823,2024-07-10,2024-07-13,First Class,C0429
ORD-00824,2023-08-04,2023-08-08,Standard Class,C0052
ORD-00825,2022-02-18,2022-02-25,First Class,C0116
ORD-00826,2024-07-05,2024-07-09,Second Class,C0381
ORD-00827,2023-12-05,2023-12-07,Standard Class,C0458
ORD-00828,2022-09-18,2022-09-21,Standard Class,C0383
ORD-00829,2022-12-22,2022-12-25,Second Class,C0065
ORD-00830,2023-09-30,2023-10-02,Standard Class,C0130
ORD-00831,2024-01-13,2024-01-19,First Class,C0177
ORD-00832,2024-10-06,2024-10-08,First Class,C0278
ORD-00833,2024-07-19,2024-07-21,Standard Class,C0480
ORD-00834,2023-10-03,2023-10-09,Standard Class,C0413
ORD-00835,2024-03-02,2024-03-05,First Class,C0163
ORD-00836,2023-09-04,2023-09-06,Standard Class,C0465
ORD-00837,2024-03-19,2024-03-22,Standard Class,C0332
ORD-00838,2023-11-17,2023-11-21,First Class,C0152
ORD-00839,2022-07-07,2022-07-09,First Class,C0350
ORD-00840,2024-09-11,2024-09-18,Second Class,C0236
ORD-00841,2023-07-02,2023-07-05,Standard Class,C0158
ORD-00842,2023-12-26,2023-12-29,Second Class,C0468
ORD-00843,2024-07-14,2024-07-17,Second Class,C0426
ORD-00844,2024-05-25,2024-05-29,First Class,C0327
ORD-00845,2023-09-10,2023-09-12,Same Day,C0106
ORD-00846,2023-02-18,2023-02-20,Standard Class,C0306
ORD-00847,2024-06-21,2024-06-24,Second Class,C0255
ORD-00848,2022-06-12,2022-06-17,Same Day,C0358
ORD-00849,2022-09-27,2022-09-28,Standard Class,C0455
ORD-00850,2023-09-24,2023-09-28,Standard Class,C0444
ORD-00851,2024-06-24,2024-06-29,First Class,C0113
ORD-00852,2022-07-24,2022-07-26,Standard Class,C0030
ORD-00853,2023-08-05,2023-08-06,Standard Class,C0012
ORD-00854,2024-04-20,2024-04-23,Standard Class,C0177
ORD-00855,2023-08-19,2023-08-22,Standard Class,C0479
ORD-00856,2022-09-07,2022-09-09,Standard Class,C0338
ORD-00857,2024-05-24,2024-05-27,Standard Class,C0046
ORD-00858,2022-07-15,2022-07-18,Same Day,C0171
ORD-00859,2023-11-21,2023-11-24,Second Class,C0130
ORD-00860,2024-12-29,2024-12-31,Second Class,C0245
ORD-00861,2023-10-01,2023-10-04,Standard Class,C0353
ORD-00862,2023-11-03,2023-11-07,Second Class,C0203
ORD-00863,2024-08-01,2024-08-07,Second Class,C0226
ORD-00864,2022-07-18,2022-07-23,Second Class,C0080
ORD-00865,2023-05-07,2023-05-10,Standard Class,C0310
ORD-00866,2024-06-14,2024-06-17,Standard Class,C0035
ORD-00867,2022-05-22,2022-05-25,First Class,C0052
